00:00:02,0.11426
00:00:04,0.17064
00:00:06,0.29379
00:00:08,0.20286
00:00:10,0.07523
00:00:12,0.22165
00:00:14,0.28870
00:00:16,0.33017
00:00:18,0.15310
00:00:20,0.23620
00:00:22,0.33608
00:00:24,0.08156
00:00:26,0.18473
00:00:28,0.29062
00:00:30,0.27696
00:00:32,0.32138
00:00:34,0.07496
00:00:36,0.08702
00:00:38,0.07905
00:00:40,0.12279
00:00:42,0.20267
00:00:44,0.17008
00:00:46,0.33933
00:00:48,0.28831
00:00:50,0.20672
00:00:52,0.06973
00:00:54,0.25113
00:00:56,0.21900
00:00:58,0.13442
00:01:00,0.09917
00:01:02,0.24748
00:01:04,0.32647
00:01:06,0.12247
00:01:08,0.16785
00:01:10,0.32128
00:01:12,0.30203
00:01:14,0.29002
00:01:16,0.26708
00:01:18,0.15925
00:01:20,0.29261
00:01:22,0.33929
00:01:24,0.21627
00:01:26,0.26596
00:01:28,0.11358
00:01:30,0.22933
00:01:32,0.17856
00:01:34,0.13926
00:01:36,0.12928
00:01:38,0.21750
00:01:40,0.16596
00:01:42,0.27120
00:01:44,0.12905
00:01:46,0.27845
00:01:48,0.10230
00:01:50,0.21464
00:01:52,0.06657
00:01:54,0.15384
00:01:56,0.31138
00:01:58,0.30652
00:02:00,0.26471
00:02:02,0.09110
00:02:04,0.24329
00:02:06,0.25229
00:02:08,0.32664
00:02:10,0.16642
00:02:12,0.12503
00:02:14,0.26700
00:02:16,0.09415
00:02:18,0.09841
00:02:20,0.30791
00:02:22,0.26043
00:02:24,0.20003
00:02:26,0.33255
00:02:28,0.12898
00:02:30,0.22629
00:02:32,0.16867
00:02:34,0.09786
00:02:36,0.22334
00:02:38,0.18315
00:02:40,0.29734
00:02:42,0.15193
00:02:44,0.23860
00:02:46,0.07170
00:02:48,0.32859
00:02:50,0.11430
00:02:52,0.26413
00:02:54,0.12733
00:02:56,0.15801
00:02:58,0.22240
00:03:00,0.07779
00:03:02,0.29602
00:03:04,0.21732
00:03:06,0.12535
00:03:08,0.13107
00:03:10,0.10532
00:03:12,0.08004
00:03:14,0.20909
00:03:16,0.22066
00:03:18,0.23641
00:03:20,0.14867
00:03:22,0.30608
00:03:24,0.32033
00:03:26,0.18215
00:03:28,0.10222
00:03:30,0.26214
00:03:32,0.26158
00:03:34,0.31969
00:03:36,0.12177
00:03:38,0.20328
00:03:40,0.07384
00:03:42,0.21345
00:03:44,0.26856
00:03:46,0.17961
00:03:48,0.22132
00:03:50,0.24154
00:03:52,0.11242
00:03:54,0.16217
00:03:56,0.11701
00:03:58,0.07302
00:04:00,0.28782
00:04:02,0.33908
00:04:04,0.32179
00:04:06,0.26909
00:04:08,0.21496
00:04:10,0.32234
00:04:12,0.18334
00:04:14,0.16016
00:04:16,0.16069
00:04:18,0.12027
00:04:20,0.17683
00:04:22,0.26486
00:04:24,0.29903
00:04:26,0.24780
00:04:28,0.21379
00:04:30,0.19323
00:04:32,0.29750
00:04:34,0.29380
00:04:36,0.21979
00:04:38,0.29367
00:04:40,0.28456
00:04:42,0.20194
00:04:44,0.09619
00:04:46,0.07491
00:04:48,0.30966
00:04:50,0.08260
00:04:52,0.12882
00:04:54,0.32248
00:04:56,0.06063
00:04:58,0.22701
00:05:00,0.31344
00:05:02,0.25186
00:05:04,0.22285
00:05:06,0.12690
00:05:08,0.28503
00:05:10,0.19193
00:05:12,0.16439
00:05:14,0.31973
00:05:16,0.09609
00:05:18,0.13949
00:05:20,0.27837
00:05:22,0.20124
00:05:24,0.33661
00:05:26,0.12971
00:05:28,0.16541
00:05:30,0.21907
00:05:32,0.10986
00:05:34,0.29638
00:05:36,0.18546
00:05:38,0.20700
00:05:40,0.33110
00:05:42,0.16655
00:05:44,0.31285
00:05:46,0.19129
